Sentence_id,Sentence #,Token_id,Word,Tag
359,Sentence: 359,4,er,I-expression
359,Sentence: 359,5,kritiek,I-expression
359,Sentence: 359,6,op,I-expression
359,Sentence: 359,7,de,B-target
359,Sentence: 359,8,aanleg,I-target
359,Sentence: 359,9,van,I-target
359,Sentence: 359,10,zonneweides,I-target
359,Sentence: 359,11,.,O
360,Sentence: 360,1,Al,O
360,Sentence: 360,2,vreest,B-expression
360,Sentence: 360,3,ze,B-holder
360,Sentence: 360,4,nu,O
360,Sentence: 360,5,vooral,O
360,Sentence: 360,6,de,B-target
360,Sentence: 360,7,rook,I-target
360,Sentence: 360,8,en,I-target
360,Sentence: 360,9,overlast,I-target
360,Sentence: 360,10,van,I-target
360,Sentence: 360,11,de,I-target
360,Sentence: 360,12,mogelijk,I-target
360,Sentence: 360,13,nieuwe,I-target
360,Sentence: 360,14,biomassacentrale,I-target
360,Sentence: 360,15,.,O
361,Sentence: 361,1,Alleen,O
361,Sentence: 361,2,Polen,B-holder
361,Sentence: 361,3,",",O
361,Sentence: 361,4,dat,O
361,Sentence: 361,5,voor,O
361,Sentence: 361,6,elektriciteit,O
361,Sentence: 361,7,sterk,O
361,Sentence: 361,8,afhankelijk,O
361,Sentence: 361,9,is,O
361,Sentence: 361,10,van,O
361,Sentence: 361,11,kolencentrales,O
361,Sentence: 361,12,",",O
361,Sentence: 361,13,doet,B-expression
361,Sentence: 361,14,voorlopig,O
361,Sentence: 361,15,nog,O
361,Sentence: 361,16,niet,I-expression
361,Sentence: 361,17,mee,I-expression
361,Sentence: 361,18,.,O
362,Sentence: 362,1,Alleen,O
362,Sentence: 362,2,Polen,B-holder
362,Sentence: 362,3,doet,B-expression
362,Sentence: 362,4,voorlopig,O
362,Sentence: 362,5,niet,I-expression
362,Sentence: 362,6,mee,I-expression
362,Sentence: 362,7,",",O
362,Sentence: 362,8,omdat,O
362,Sentence: 362,9,het,O
362,Sentence: 362,10,land,O
362,Sentence: 362,11,voor,O
362,Sentence: 362,12,elektriciteit,O
362,Sentence: 362,13,sterk,O
362,Sentence: 362,14,afhankelijk,O
362,Sentence: 362,15,is,O
362,Sentence: 362,16,van,O
362,Sentence: 362,17,kolencentrales,O
362,Sentence: 362,18,.,O
363,Sentence: 363,1,Alleen,O
363,Sentence: 363,2,Pvd,B-holder
363,Sentence: 363,3,A,I-holder
363,Sentence: 363,4,Groen,I-holder
363,Sentence: 363,5,Links,I-holder
363,Sentence: 363,6,raadslid,I-holder
363,Sentence: 363,7,Stephan,I-holder
363,Sentence: 363,8,Reuksen,I-holder
363,Sentence: 363,9,toonde,B-expression
363,Sentence: 363,10,zich,I-expression
363,Sentence: 363,11,een,I-expression
363,Sentence: 363,12,overtuigend,I-expression
363,Sentence: 363,13,voorstander,I-expression
363,Sentence: 363,14,van,I-expression
363,Sentence: 363,15,de,B-target
363,Sentence: 363,16,regionale,I-target
363,Sentence: 363,17,uitvoering,I-target
363,Sentence: 363,18,van,I-target
363,Sentence: 363,19,het,I-target
363,Sentence: 363,20,klimaatakkoord,I-target
363,Sentence: 363,21,.,O
367,Sentence: 367,1,Als,O
367,Sentence: 367,2,specialist,O
367,Sentence: 367,3,in,O
367,Sentence: 367,4,de,O
367,Sentence: 367,5,energietransitie,O
367,Sentence: 367,6,juichen,B-expression
367,Sentence: 367,7,wij,B-holder
367,Sentence: 367,8,de,I-expression
367,Sentence: 367,9,welkome,I-expression
367,Sentence: 367,10,vooruitzichten,I-expression
367,Sentence: 367,11,van,I-expression
367,Sentence: 367,12,volledige,B-target
367,Sentence: 367,13,verduurzaming,I-target
367,Sentence: 367,14,van,I-target
367,Sentence: 367,15,het,I-target
367,Sentence: 367,16,openbaar,I-target
367,Sentence: 367,17,vervoer,I-target
367,Sentence: 367,18,van,I-expression
367,Sentence: 367,19,harte,I-expression
367,Sentence: 367,20,toe,I-expression
367,Sentence: 367,21,.,O
368,Sentence: 368,1,Belangen,B-holder
368,Sentence: 368,2,Vereniging,I-holder
368,Sentence: 368,3,Bathmen,I-holder
368,Sentence: 368,4,(,O
368,Sentence: 368,5,BVB,O
368,Sentence: 368,6,),O
368,Sentence: 368,7,ziet,B-expression
368,Sentence: 368,8,meer,I-expression
368,Sentence: 368,9,van,I-expression
368,Sentence: 368,10,die,B-target
368,Sentence: 368,11,windmolens,I-target
368,Sentence: 368,12,(,I-target
368,Sentence: 368,13,en,I-target
368,Sentence: 368,14,veel,I-target
368,Sentence: 368,15,zonneparken,I-target
368,Sentence: 368,16,),I-target
368,Sentence: 368,17,niet,I-expression
368,Sentence: 368,18,zitten,I-expression
368,Sentence: 368,19,in,I-target
368,Sentence: 368,20,het,I-target
368,Sentence: 368,21,buitengebied,I-target
368,Sentence: 368,22,.,O
369,Sentence: 369,1,Bij,O
369,Sentence: 369,2,aardwarmte,B-target
369,Sentence: 369,3,vrezen,B-expression
369,Sentence: 369,4,veel,B-holder
369,Sentence: 369,5,mensen,I-holder
369,Sentence: 369,6,voor,I-expression
369,Sentence: 369,7,hogere,I-expression
369,Sentence: 369,8,kosten,I-expression
369,Sentence: 369,9,.,O
370,Sentence: 370,1,Biomassa,B-target
370,Sentence: 370,2,",",O
370,Sentence: 370,3,waar,O
370,Sentence: 370,4,de,O
370,Sentence: 370,5,scheepvaartbrandstof,O
370,Sentence: 370,6,van,O
370,Sentence: 370,7,wordt,O
370,Sentence: 370,8,gemaakt,O
370,Sentence: 370,9,",",O
370,Sentence: 370,10,ligt,B-expression
370,Sentence: 370,11,immers,O
370,Sentence: 370,12,onder,I-expression
370,Sentence: 370,13,vuur,I-expression
370,Sentence: 370,14,.,O
371,Sentence: 371,1,Bloedlink,B-expression
371,Sentence: 371,2,",",O
371,Sentence: 371,3,aldus,O
371,Sentence: 371,4,een,B-holder
371,Sentence: 371,5,landelijke,I-holder
371,Sentence: 371,6,politie,I-holder
371,Sentence: 371,7,expert,I-holder
371,Sentence: 371,8,:,O
371,Sentence: 371,9,",",O
371,Sentence: 371,10,",",O
371,Sentence: 371,11,Waterstof,B-target
371,Sentence: 371,12,kan,I-target
371,Sentence: 371,13,blijven,I-target
371,Sentence: 371,14,hangen,I-target
371,Sentence: 371,15,in,I-target
371,Sentence: 371,16,die,I-target
371,Sentence: 371,17,vriezer,I-target
371,Sentence: 371,18,.,O
372,Sentence: 372,1,Boogers,B-holder
372,Sentence: 372,2,pleit,B-expression
372,Sentence: 372,3,ervoor,I-expression
372,Sentence: 372,4,om,O
372,Sentence: 372,5,gemeenteraden,B-target
372,Sentence: 372,6,een,I-target
372,Sentence: 372,7,grotere,I-target
372,Sentence: 372,8,rol,I-target
372,Sentence: 372,9,te,I-target
372,Sentence: 372,10,geven,I-target
372,Sentence: 372,11,met,I-target
372,Sentence: 372,12,een,I-target
372,Sentence: 372,13,regionale,I-target
372,Sentence: 372,14,adviescommissie,I-target
372,Sentence: 372,15,",",O
372,Sentence: 372,16,die,O
372,Sentence: 372,17,de,O
372,Sentence: 372,18,raden,O
372,Sentence: 372,19,vertegenwoordigt,O
372,Sentence: 372,20,in,O
372,Sentence: 372,21,de,O
372,Sentence: 372,22,RES,O
372,Sentence: 372,23,overleggen,O
372,Sentence: 372,24,.,O
373,Sentence: 373,1,Ceo,B-holder
373,Sentence: 373,2,Kakiuchi,I-holder
373,Sentence: 373,3,zegt,O
373,Sentence: 373,4,zelfs,O
373,Sentence: 373,5,dat,O
373,Sentence: 373,6,hij,O
373,Sentence: 373,7,‘,O
373,Sentence: 373,8,koploper,B-target
373,Sentence: 373,9,wil,B-expression
373,Sentence: 373,10,zijn,I-target
373,Sentence: 373,11,in,I-target
373,Sentence: 373,12,de,I-target
373,Sentence: 373,13,energietransitie,I-target
373,Sentence: 373,14,op,I-target
373,Sentence: 373,15,de,I-target
373,Sentence: 373,16,Europese,I-target
373,Sentence: 373,17,markt,I-target
373,Sentence: 373,18,’,O
373,Sentence: 373,19,.,O
374,Sentence: 374,1,Daarin,O
374,Sentence: 374,2,roept,B-expression
374,Sentence: 374,3,het,B-holder
374,Sentence: 374,4,collectief,I-holder
374,Sentence: 374,5,de,I-expression
374,Sentence: 374,6,bedrijven,I-expression
374,Sentence: 374,7,op,I-expression
374,Sentence: 374,8,hun,I-expression
374,Sentence: 374,9,plannen,I-expression
374,Sentence: 374,10,aan,I-expression
374,Sentence: 374,11,te,I-expression
374,Sentence: 374,12,laten,I-expression
374,Sentence: 374,13,sluiten,I-expression
374,Sentence: 374,14,bij,I-expression
374,Sentence: 374,15,het,B-target
374,Sentence: 374,16,klimaatakkoord,I-target
374,Sentence: 374,17,van,I-target
374,Sentence: 374,18,Parijs,I-target
374,Sentence: 374,19,.,O
375,Sentence: 375,1,Daarmee,O
375,Sentence: 375,2,is,O
375,Sentence: 375,3,gas,B-target
375,Sentence: 375,4,volgens,O
375,Sentence: 375,5,Berlijn,B-holder
375,Sentence: 375,6,een,B-expression
375,Sentence: 375,7,zeer,I-expression
375,Sentence: 375,8,belangrijke,I-expression
375,Sentence: 375,9,brandstof,I-expression
375,Sentence: 375,10,gedurende,I-expression
375,Sentence: 375,11,de,I-expression
375,Sentence: 375,12,,I-expression
375,Sentence: 375,13,energietransitie,I-expression
375,Sentence: 375,14,,I-expression
375,Sentence: 375,15,",",O
375,Sentence: 375,16,wanneer,O
375,Sentence: 375,17,bijvoorbeeld,O
375,Sentence: 375,18,zon,O
375,Sentence: 375,19,-,O
375,Sentence: 375,20,",",O
375,Sentence: 375,21,wind,O
375,Sentence: 375,22,-,O
375,Sentence: 375,23,en,O
375,Sentence: 375,24,waterkracht,O
375,Sentence: 375,25,nog,O
375,Sentence: 375,26,niet,O
375,Sentence: 375,27,genoeg,O
375,Sentence: 375,28,opleveren,O
375,Sentence: 375,29,.,O
376,Sentence: 376,1,Daarmee,O
376,Sentence: 376,2,zet,B-expression
376,Sentence: 376,3,Nederland,B-holder
376,Sentence: 376,4,een,I-expression
376,Sentence: 376,5,belangrijke,I-expression
376,Sentence: 376,6,stap,I-expression
376,Sentence: 376,7,in,I-expression
376,Sentence: 376,8,het,I-expression
376,Sentence: 376,9,omarmen,I-expression
376,Sentence: 376,10,van,I-expression
376,Sentence: 376,11,waterstof,B-target
376,Sentence: 376,12,als,I-target
376,Sentence: 376,13,nieuwe,I-target
376,Sentence: 376,14,brandstof,I-target
376,Sentence: 376,15,voor,I-target
376,Sentence: 376,16,het,I-target
376,Sentence: 376,17,wegverkeer,I-target
376,Sentence: 376,18,.,O
377,Sentence: 377,1,Daarnaast,O
377,Sentence: 377,2,wil,B-expression
377,Sentence: 377,3,de,B-holder
377,Sentence: 377,4,VOV,I-holder
377,Sentence: 377,5,zich,I-expression
377,Sentence: 377,6,inzetten,I-expression
377,Sentence: 377,7,voor,I-expression
377,Sentence: 377,8,een,B-target
377,Sentence: 377,9,goede,I-target
377,Sentence: 377,10,regionale,I-target
377,Sentence: 377,11,energiestrategie,I-target
377,Sentence: 377,12,en,O
377,Sentence: 377,13,het,B-target
377,Sentence: 377,14,bijbehorende,I-target
377,Sentence: 377,15,participatietraject,I-target
377,Sentence: 377,16,.,O
378,Sentence: 378,1,Daarvoor,B-target
378,Sentence: 378,2,waarschuwen,B-expression
378,Sentence: 378,3,de,B-holder
378,Sentence: 378,4,brancheorganisaties,I-holder
378,Sentence: 378,5,voor,I-holder
378,Sentence: 378,6,zonne,I-holder
378,Sentence: 378,7,-,I-holder
378,Sentence: 378,8,en,I-holder
378,Sentence: 378,9,windenergie,I-holder
378,Sentence: 378,10,.,O
379,Sentence: 379,1,Dat,O
379,Sentence: 379,2,aantal,O
379,Sentence: 379,3,zal,O
379,Sentence: 379,4,de,O
379,Sentence: 379,5,komende,O
379,Sentence: 379,6,jaren,O
379,Sentence: 379,7,naar,O
379,Sentence: 379,8,verwachting,O
379,Sentence: 379,9,nog,O
379,Sentence: 379,10,flink,O
379,Sentence: 379,11,groeien,O
379,Sentence: 379,12,",",O
379,Sentence: 379,13,omdat,O
379,Sentence: 379,14,biomassa,B-target
379,Sentence: 379,15,als,O
379,Sentence: 379,16,belangrijke,B-expression
379,Sentence: 379,17,brandstof,I-expression
379,Sentence: 379,18,voor,I-expression
379,Sentence: 379,19,de,I-expression
379,Sentence: 379,20,energietransitie,I-expression
379,Sentence: 379,21,wordt,O
379,Sentence: 379,22,gezien,O
379,Sentence: 379,23,door,O
379,Sentence: 379,24,het,B-holder
379,Sentence: 379,25,kabinet,I-holder
379,Sentence: 379,26,.,O
380,Sentence: 380,1,Dat,O
380,Sentence: 380,2,betekent,O
380,Sentence: 380,3,dat,O
380,Sentence: 380,4,de,B-holder
380,Sentence: 380,5,provincie,I-holder
380,Sentence: 380,6,zich,B-expression
380,Sentence: 380,7,gaat,I-expression
380,Sentence: 380,8,inzetten,I-expression
380,Sentence: 380,9,om,I-expression
380,Sentence: 380,10,de,B-target
380,Sentence: 380,11,uitstoot,I-target
380,Sentence: 380,12,van,I-target
380,Sentence: 380,13,broeikasgassen,I-target
380,Sentence: 380,14,binnen,O
380,Sentence: 380,15,tien,O
380,Sentence: 380,16,jaar,O
380,Sentence: 380,17,tijd,O
380,Sentence: 380,18,te,I-expression
380,Sentence: 380,19,halveren,I-expression
380,Sentence: 380,20,ten,O
380,Sentence: 380,21,opzichte,O
380,Sentence: 380,22,van,O
380,Sentence: 380,23,1990,O
380,Sentence: 380,24,.,O
382,Sentence: 382,1,Dat,O
382,Sentence: 382,2,de,B-expression
382,Sentence: 382,3,natuur,I-expression
382,Sentence: 382,4,wordt,I-expression
382,Sentence: 382,5,ontsierd,I-expression
382,Sentence: 382,6,door,I-expression
382,Sentence: 382,7,enorme,B-target
382,Sentence: 382,8,windturbines,I-target
382,Sentence: 382,9,en,I-target
382,Sentence: 382,10,zonneparken,I-target
382,Sentence: 382,11,die,I-target
382,Sentence: 382,12,worden,I-target
382,Sentence: 382,13,aangelegd,I-target
382,Sentence: 382,14,op,I-target
382,Sentence: 382,15,landbouwgrond,I-target
382,Sentence: 382,16,.,O
383,Sentence: 383,1,Dat,O
383,Sentence: 383,2,de,B-holder
383,Sentence: 383,3,VS,I-holder
383,Sentence: 383,4,uit,B-expression
383,Sentence: 383,5,het,B-target
383,Sentence: 383,6,klimaatakkoord,I-target
383,Sentence: 383,7,stappen,I-expression
383,Sentence: 383,8,",",O
383,Sentence: 383,9,is,O
383,Sentence: 383,10,geen,O
383,Sentence: 383,11,verrassing,O
383,Sentence: 383,12,.,O
385,Sentence: 385,1,Dat,O
385,Sentence: 385,2,er,B-expression
385,Sentence: 385,3,zorgen,I-expression
385,Sentence: 385,4,zijn,I-expression
385,Sentence: 385,5,over,I-expression
385,Sentence: 385,6,de,I-expression
385,Sentence: 385,7,mogelijke,I-expression
385,Sentence: 385,8,bouw,I-expression
385,Sentence: 385,9,van,I-expression
385,Sentence: 385,10,een,B-target
385,Sentence: 385,11,biomassacentrale,I-target
385,Sentence: 385,12,bleek,O
385,Sentence: 385,13,al,O
385,Sentence: 385,14,eerder,O
385,Sentence: 385,15,.,O
386,Sentence: 386,1,Dat,O
386,Sentence: 386,2,gebeurt,O
386,Sentence: 386,3,ondanks,O
386,Sentence: 386,4,oproepen,B-expression
386,Sentence: 386,5,om,I-expression
386,Sentence: 386,6,te,I-expression
386,Sentence: 386,7,stoppen,I-expression
386,Sentence: 386,8,met,I-expression
386,Sentence: 386,9,het,B-target
386,Sentence: 386,10,gebruik,I-target
386,Sentence: 386,11,van,I-target
386,Sentence: 386,12,steenkool,I-target
386,Sentence: 386,13,om,I-target
386,Sentence: 386,14,energie,I-target
386,Sentence: 386,15,op,I-target
386,Sentence: 386,16,te,I-target
386,Sentence: 386,17,wekken,I-target
386,Sentence: 386,18,.,O
387,Sentence: 387,1,Dat,B-target
387,Sentence: 387,2,heeft,B-expression
387,Sentence: 387,3,bovendien,O
387,Sentence: 387,4,als,I-expression
387,Sentence: 387,5,bijkomend,I-expression
387,Sentence: 387,6,voordeel,I-expression
387,Sentence: 387,7,dat,I-expression
387,Sentence: 387,8,de,I-expression
387,Sentence: 387,9,industrie,I-expression
387,Sentence: 387,10,",",O
387,Sentence: 387,11,nu,O
387,Sentence: 387,12,nog,O
387,Sentence: 387,13,grootverbruiker,O
387,Sentence: 387,14,van,O
387,Sentence: 387,15,grijze,O
387,Sentence: 387,16,waterstof,O
387,Sentence: 387,17,(,O
387,Sentence: 387,18,gemaakt,O
387,Sentence: 387,19,uit,O
387,Sentence: 387,20,aardgas,O
387,Sentence: 387,21,),O
387,Sentence: 387,22,",",O
387,Sentence: 387,23,dan,I-expression
387,Sentence: 387,24,kan,I-expression
387,Sentence: 387,25,overstappen,I-expression
387,Sentence: 387,26,op,I-expression
387,Sentence: 387,27,groene,I-expression
387,Sentence: 387,28,waterstof,I-expression
387,Sentence: 387,29,.,O
389,Sentence: 389,1,Dat,O
389,Sentence: 389,2,kernenergie,B-target
389,Sentence: 389,3,dodelijk,B-expression
389,Sentence: 389,4,kan,I-expression
389,Sentence: 389,5,zijn,I-expression
389,Sentence: 389,6,",",O
389,Sentence: 389,7,weten,O
389,Sentence: 389,8,we,O
389,Sentence: 389,9,na,O
389,Sentence: 389,10,Tsjernobyl,O
389,Sentence: 389,11,en,O
389,Sentence: 389,12,Fukushima,O
389,Sentence: 389,13,wel,O
389,Sentence: 389,14,.,O
390,Sentence: 390,1,Dat,B-target
390,Sentence: 390,2,scheelt,B-expression
390,Sentence: 390,3,de,I-expression
390,Sentence: 390,4,transporteurs,I-expression
390,Sentence: 390,5,weer,I-expression
390,Sentence: 390,6,kilometers,I-expression
390,Sentence: 390,7,met,I-expression
390,Sentence: 390,8,een,I-expression
390,Sentence: 390,9,lege,I-expression
390,Sentence: 390,10,vrachtwagen,I-expression
390,Sentence: 390,11,en,I-expression
390,Sentence: 390,12,dus,I-expression
390,Sentence: 390,13,ook,I-expression
390,Sentence: 390,14,uitstoot,I-expression
390,Sentence: 390,15,aan,I-expression
390,Sentence: 390,16,stikstof,I-expression
390,Sentence: 390,17,en,I-expression
390,Sentence: 390,18,CO2,I-expression
390,Sentence: 390,19,",",O
390,Sentence: 390,20,glunderen,B-expression
390,Sentence: 390,21,de,B-holder
390,Sentence: 390,22,broers,I-holder
390,Sentence: 390,23,.,O
392,Sentence: 392,1,De,B-holder
392,Sentence: 392,2,Amerikaanse,I-holder
392,Sentence: 392,3,president,I-holder
392,Sentence: 392,4,Donald,I-holder
392,Sentence: 392,5,Trump,I-holder
392,Sentence: 392,6,zei,O
392,Sentence: 392,7,afgelopen,O
392,Sentence: 392,8,weekend,O
392,Sentence: 392,9,in,O
392,Sentence: 392,10,een,B-expression
392,Sentence: 392,11,tirade,I-expression
392,Sentence: 392,12,tegen,I-expression
392,Sentence: 392,13,windmolens,B-target
392,Sentence: 392,14,dat,O
392,Sentence: 392,15,hij,B-holder
392,Sentence: 392,16,"""",O
392,Sentence: 392,17,wind,B-target
392,Sentence: 392,18,nooit,B-expression
392,Sentence: 392,19,begrepen,I-expression
392,Sentence: 392,20,heeft,I-expression
392,Sentence: 392,21,"""",O
392,Sentence: 392,22,.,O
394,Sentence: 394,1,De,B-target
394,Sentence: 394,2,bouw,I-target
394,Sentence: 394,3,van,I-target
394,Sentence: 394,4,ook,I-target
394,Sentence: 394,5,nog,I-target
394,Sentence: 394,6,een,I-target
394,Sentence: 394,7,zonnepark,I-target
394,Sentence: 394,8,gaat,B-expression
394,Sentence: 394,9,voor,O
394,Sentence: 394,10,veel,B-holder
394,Sentence: 394,11,van,I-holder
394,Sentence: 394,12,hen,I-holder
394,Sentence: 394,13,te,I-expression
394,Sentence: 394,14,ver,I-expression
394,Sentence: 394,15,.,O
395,Sentence: 395,1,De,B-holder
395,Sentence: 395,2,buurt,I-holder
395,Sentence: 395,3,voerde,B-expression
395,Sentence: 395,4,eerder,O
395,Sentence: 395,5,al,O
395,Sentence: 395,6,strijd,I-expression
395,Sentence: 395,7,tegen,I-expression
395,Sentence: 395,8,de,B-target
395,Sentence: 395,9,komst,I-target
395,Sentence: 395,10,van,I-target
395,Sentence: 395,11,de,I-target
395,Sentence: 395,12,windmolens,I-target
395,Sentence: 395,13,",",O
395,Sentence: 395,14,en,O
395,Sentence: 395,15,hield,B-expression
395,Sentence: 395,16,onder,O
395,Sentence: 395,17,andere,O
395,Sentence: 395,18,een,I-expression
395,Sentence: 395,19,handtekeningenactie,I-expression
395,Sentence: 395,20,.,O
397,Sentence: 397,1,De,B-holder
397,Sentence: 397,2,coalitiepartijen,I-holder
397,Sentence: 397,3,willen,B-expression
397,Sentence: 397,4,het,I-expression
397,Sentence: 397,5,gebruik,I-expression
397,Sentence: 397,6,van,I-expression
397,Sentence: 397,7,biomassa,B-target
397,Sentence: 397,8,fors,I-expression
397,Sentence: 397,9,verminderen,I-expression
397,Sentence: 397,10,.,O
399,Sentence: 399,1,De,B-holder
399,Sentence: 399,2,Commissie,I-holder
399,Sentence: 399,3,wil,B-expression
399,Sentence: 399,4,op,B-target
399,Sentence: 399,5,meer,I-target
399,Sentence: 399,6,plaatsen,I-target
399,Sentence: 399,7,rekeningrijden,I-target
399,Sentence: 399,8,invoeren,I-expression
399,Sentence: 399,9,en,O
399,Sentence: 399,10,stelt,B-expression
399,Sentence: 399,11,voor,I-expression
399,Sentence: 399,12,dat,O
399,Sentence: 399,13,de,B-target
399,Sentence: 399,14,scheepvaart,I-target
399,Sentence: 399,15,gaat,I-target
399,Sentence: 399,16,betalen,I-target
399,Sentence: 399,17,voor,I-target
399,Sentence: 399,18,haar,I-target
399,Sentence: 399,19,CO2,I-target
399,Sentence: 399,20,uitstoot,I-target
399,Sentence: 399,21,via,I-target
399,Sentence: 399,22,het,I-target
399,Sentence: 399,23,Europese,I-target
399,Sentence: 399,24,systeem,I-target
399,Sentence: 399,25,voor,I-target
399,Sentence: 399,26,emissiehandel,I-target
399,Sentence: 399,27,(,O
399,Sentence: 399,28,ETS,O
399,Sentence: 399,29,),O
399,Sentence: 399,30,.,O
400,Sentence: 400,1,De,B-holder
400,Sentence: 400,2,coöperatie,I-holder
400,Sentence: 400,3,heeft,B-expression
400,Sentence: 400,4,een,I-expression
400,Sentence: 400,5,duidelijk,I-expression
400,Sentence: 400,6,plan,I-expression
400,Sentence: 400,7,om,O
400,Sentence: 400,8,opbrengsten,B-target
400,Sentence: 400,9,van,I-target
400,Sentence: 400,10,windenergie,I-target
400,Sentence: 400,11,aan,I-target
400,Sentence: 400,12,de,I-target
400,Sentence: 400,13,gemeenschap,I-target
400,Sentence: 400,14,te,I-target
400,Sentence: 400,15,besteden,I-target
400,Sentence: 400,16,.,O
401,Sentence: 401,1,De,B-holder
401,Sentence: 401,2,demonstranten,I-holder
401,Sentence: 401,3,eisen,B-expression
401,Sentence: 401,4,al,O
401,Sentence: 401,5,langer,O
401,Sentence: 401,6,dat,I-expression
401,Sentence: 401,7,de,B-target
401,Sentence: 401,8,houtgestookte,I-target
401,Sentence: 401,9,biomassacentrale,I-target
401,Sentence: 401,10,niet,I-expression
401,Sentence: 401,11,opengaat,I-expression
401,Sentence: 401,12,.,O
402,Sentence: 402,1,De,B-holder
402,Sentence: 402,2,demonstranten,I-holder
402,Sentence: 402,3,eisten,B-expression
402,Sentence: 402,4,de,I-expression
402,Sentence: 402,5,onmiddellijke,I-expression
402,Sentence: 402,6,sluiting,I-expression
402,Sentence: 402,7,van,I-expression
402,Sentence: 402,8,de,B-target
402,Sentence: 402,9,kerncentrale,I-target
402,Sentence: 402,10,en,I-target
402,Sentence: 402,11,de,I-target
402,Sentence: 402,12,nabijgelegen,I-target
402,Sentence: 402,13,splijtstoffabriek,I-target
402,Sentence: 402,14,in,I-target
402,Sentence: 402,15,Lingen,I-target
402,Sentence: 402,16,.,O
403,Sentence: 403,1,De,O
403,Sentence: 403,2,doelen,O
403,Sentence: 403,3,voor,O
403,Sentence: 403,4,2030,O
403,Sentence: 403,5,en,O
403,Sentence: 403,6,verder,O
403,Sentence: 403,7,-,O
403,Sentence: 403,8,de,B-holder
403,Sentence: 403,9,EU,I-holder
403,Sentence: 403,10,wil,B-expression
403,Sentence: 403,11,in,O
403,Sentence: 403,12,2050,O
403,Sentence: 403,13,klimaatneutraal,B-target
403,Sentence: 403,14,zijn,I-target
403,Sentence: 403,15,en,I-target
403,Sentence: 403,16,dus,I-target
403,Sentence: 403,17,netto,I-target
403,Sentence: 403,18,helemaal,I-target
403,Sentence: 403,19,geen,I-target
403,Sentence: 403,20,broeikasgassen,I-target
403,Sentence: 403,21,meer,I-target
403,Sentence: 403,22,uitstoten,I-target
403,Sentence: 403,23,-,O
403,Sentence: 403,24,is,O
403,Sentence: 403,25,echter,O
403,Sentence: 403,26,nog,O
403,Sentence: 403,27,ver,O
403,Sentence: 403,28,uit,O
403,Sentence: 403,29,zicht,O
403,Sentence: 403,30,.,O
404,Sentence: 404,1,De,B-holder
404,Sentence: 404,2,EASAC,I-holder
404,Sentence: 404,3,onderzoekers,I-holder
404,Sentence: 404,4,hebben,B-expression
404,Sentence: 404,5,nog,I-expression
404,Sentence: 404,6,een,I-expression
404,Sentence: 404,7,laatste,I-expression
404,Sentence: 404,8,kritiekpunt,I-expression
404,Sentence: 404,9,op,I-expression
404,Sentence: 404,10,houtstook,B-target
404,Sentence: 404,11,:,O
404,Sentence: 404,12,we,B-expression
404,Sentence: 404,13,verspillen,I-expression
404,Sentence: 404,14,er,B-target
404,Sentence: 404,15,veel,I-expression
404,Sentence: 404,16,geld,I-expression
404,Sentence: 404,17,mee,I-expression
404,Sentence: 404,18,.,O
405,Sentence: 405,1,De,B-holder
405,Sentence: 405,2,Eerste,I-holder
405,Sentence: 405,3,Kamer,I-holder
405,Sentence: 405,4,heeft,B-expression
405,Sentence: 405,5,dinsdag,O
405,Sentence: 405,6,een,I-expression
405,Sentence: 405,7,motie,I-expression
405,Sentence: 405,8,aangenomen,I-expression
405,Sentence: 405,9,die,I-expression
405,Sentence: 405,10,het,I-expression
405,Sentence: 405,11,verstrekken,I-expression
405,Sentence: 405,12,van,I-expression
405,Sentence: 405,13,nieuwe,I-expression
405,Sentence: 405,14,subsidies,I-expression
405,Sentence: 405,15,voor,I-expression
405,Sentence: 405,16,bijstook,B-target
405,Sentence: 405,17,van,I-target
405,Sentence: 405,18,hout,I-target
405,Sentence: 405,19,in,I-target
405,Sentence: 405,20,kolencentrales,I-target
405,Sentence: 405,21,stopzet,I-expression
405,Sentence: 405,22,.,O
406,Sentence: 406,1,De,B-holder
406,Sentence: 406,2,EIB,I-holder
406,Sentence: 406,3,doet,B-expression
406,Sentence: 406,4,fossiele,B-target
406,Sentence: 406,5,brandstoffen,I-target
406,Sentence: 406,6,zoals,O
406,Sentence: 406,7,olie,O
406,Sentence: 406,8,en,O
406,Sentence: 406,9,gas,O
406,Sentence: 406,10,per,O
406,Sentence: 406,11,eind,O
406,Sentence: 406,12,2021,O
406,Sentence: 406,13,in,I-expression
406,Sentence: 406,14,de,I-expression
406,Sentence: 406,15,ban,I-expression
406,Sentence: 406,16,.,O
407,Sentence: 407,1,De,B-target
407,Sentence: 407,2,eis,I-target
407,Sentence: 407,3,om,I-target
407,Sentence: 407,4,binnen,I-target
407,Sentence: 407,5,twintig,I-target
407,Sentence: 407,6,jaar,I-target
407,Sentence: 407,7,alle,I-target
407,Sentence: 407,8,stroom,I-target
407,Sentence: 407,9,via,I-target
407,Sentence: 407,10,aardwarmte,I-target
407,Sentence: 407,11,",",I-target
407,Sentence: 407,12,zonnepanelen,I-target
407,Sentence: 407,13,en,I-target
407,Sentence: 407,14,windmolens,I-target
407,Sentence: 407,15,op,I-target
407,Sentence: 407,16,te,I-target
407,Sentence: 407,17,wekken,I-target
407,Sentence: 407,18,stuit,B-expression
407,Sentence: 407,19,op,I-expression
